sale_id,house_id,owner_id,sale_date,sale_price,payment_method,loan_amount,down_payment,interest_rate,loan_term_years,agent_id,registration_fee,tax_amount,discount_amount,sale_status
14575,H04242,O00670,2022-12-20,29893663,Bank Transfer,12457082,17436581,11.9,15,A012,298937,1494683,282921,Cancelled
14576,H01214,O00578,2025-04-23,25683820,Mortgage,11191386,14492434,9.2,15,A063,256838,1284191,451157,Pending
14577,H00779,O00558,2025-10-23,20932689,Mortgage,14162520,6770169,11.6,25,A140,209327,1046634,449266,Completed
14578,H05302,O00795,2022-06-11,36003221,UPI,25068198,10935023,8.53,15,A057,360032,1800161,468682,Cancelled
14579,H02405,O00987,2021-09-11,8320108,Cash,4718784,3601324,7.18,10,A041,83201,416005,193579,Cancelled
14580,H01176,O01408,2023-12-16,29303911,UPI,19763371,9540540,7.16,25,A034,293039,1465196,125937,Pending
14581,H07099,O01622,2025-11-24,46757238,Cash,21158378,25598860,11.39,20,A103,467572,2337862,186785,Cancelled
14582,H01693,O01045,2020-04-10,29193634,Bank Transfer,22421496,6772138,7.98,15,A133,291936,1459682,281562,Pending
14583,H02310,O00794,2023-02-24,15057848,UPI,9042003,6015845,7.97,10,A124,150578,752892,279475,Cancelled
14584,H06561,O01470,2020-06-30,21289899,Bank Transfer,14381967,6907932,6.91,20,A163,212899,1064495,172784,Cancelled
14585,H04710,O00722,2025-11-18,20836649,UPI,7781939,13054710,11.01,30,A173,208366,1041832,387849,Cancelled
14586,H04273,O00442,2024-10-21,44641216,Home Loan,17332681,27308535,7.92,15,A071,446412,2232061,17101,Cancelled
14587,H05968,O01910,2020-03-03,15909244,Bank Transfer,5755435,10153809,7.54,10,A046,159092,795462,25932,Completed
14588,H07257,O01504,2023-10-31,22103921,Bank Transfer,9572557,12531364,8.92,30,A190,221039,1105196,235726,Completed
14589,H07658,O00040,2024-09-13,49062963,Cash,32192589,16870374,10.01,20,A148,490630,2453148,49883,Cancelled
14590,H06193,O00188,2021-03-18,4105974,Mortgage,1350259,2755715,8.54,25,A157,41060,205299,388624,Cancelled
14591,H04779,O00480,2022-10-04,44363290,Mortgage,15714490,28648800,9.96,25,A152,443633,2218164,407234,Completed
14592,H00042,O00181,2020-01-30,43175961,UPI,18696484,24479477,10.66,30,A105,431760,2158798,39747,Completed
14593,H04195,O00220,2022-01-09,26444841,UPI,10801619,15643222,11.97,30,A152,264448,1322242,262649,Cancelled
14594,H02030,O01045,2020-06-16,47021646,UPI,24351608,22670038,7.8,30,A026,470216,2351082,129079,Cancelled
14595,H06066,O00465,2020-11-13,29257481,Cash,20357060,8900421,8.58,20,A109,292575,1462874,195210,Cancelled
14596,H02271,O00400,2023-06-02,43758276,Home Loan,26748961,17009315,9.43,25,A091,437583,2187914,211545,Pending
14597,H09956,O01007,2025-10-27,23804289,UPI,17180582,6623707,9.09,15,A200,238043,1190214,215360,Completed
14598,H07057,O00423,2023-01-23,46627895,Bank Transfer,15318674,31309221,10.96,30,A154,466279,2331395,238725,Completed
14599,H00426,O01660,2020-11-18,22935193,Mortgage,11011198,11923995,7.46,20,A122,229352,1146760,426448,Cancelled
14600,H03378,O01308,2024-05-08,31077937,Bank Transfer,9400663,21677274,10.45,10,A177,310779,1553897,151774,Cancelled
14601,H00706,O01519,2021-01-06,24471512,Home Loan,13351776,11119736,11.61,15,A119,244715,1223576,215597,Completed
14602,H07942,O00957,2024-04-21,18517278,Home Loan,10296446,8220832,8.43,10,A059,185173,925864,269312,Completed
14603,H04212,O01258,2020-12-24,10203790,Mortgage,7541723,2662067,7.6,30,A039,102038,510190,153859,Completed
14604,H00266,O00777,2020-12-10,9962262,Bank Transfer,3160903,6801359,9.7,25,A049,99623,498113,145175,Pending
14605,H02100,O00435,2021-10-01,31233615,Home Loan,10226856,21006759,9.04,25,A057,312336,1561681,235923,Pending
14606,H05289,O01503,2021-06-11,46310208,Bank Transfer,27637241,18672967,7.35,20,A161,463102,2315510,245396,Pending
14607,H09504,O01224,2025-03-20,33640251,UPI,16403291,17236960,11.96,10,A060,336403,1682013,461716,Completed
14608,H09185,O00131,2021-12-16,48035717,Mortgage,22329638,25706079,10.63,25,A076,480357,2401786,4424,Pending
14609,H02479,O01812,2022-10-31,28984811,Home Loan,17794330,11190481,8.13,30,A109,289848,1449241,446957,Completed
14610,H00944,O00133,2020-07-14,19860744,Mortgage,7819235,12041509,11.99,25,A077,198607,993037,67406,Completed
14611,H06552,O00851,2023-04-06,12096415,Mortgage,6556403,5540012,9.7,25,A147,120964,604821,224854,Cancelled
14612,H08766,O01708,2020-10-12,18611234,Mortgage,5948894,12662340,11.06,30,A183,186112,930562,155959,Pending
14613,H03277,O01115,2025-10-13,6235867,UPI,3431995,2803872,6.9,25,A082,62359,311793,9888,Pending
14614,H06795,O01218,2023-09-17,41479383,Mortgage,26355911,15123472,6.53,20,A064,414794,2073969,287547,Completed
14615,H08690,O01981,2022-08-22,4845063,Cash,3206256,1638807,6.83,10,A031,48451,242253,483169,Completed
14616,H05218,O00661,2020-06-13,15869243,UPI,5406167,10463076,10.16,15,A195,158692,793462,339403,Completed
14617,H00656,O00884,2024-12-04,37313108,Cash,23327062,13986046,7.8,15,A005,373131,1865655,88405,Cancelled
14618,H00186,O00335,2025-12-31,31739491,UPI,20503937,11235554,9.2,25,A013,317395,1586975,166921,Cancelled
14619,H02579,O00712,2023-04-22,28618626,Bank Transfer,19108776,9509850,9.79,10,A029,286186,1430931,166286,Pending
14620,H01076,O00231,2021-05-17,32987196,Bank Transfer,24277372,8709824,7.77,30,A066,329872,1649360,223044,Cancelled
14621,H05000,O00741,2025-10-27,38695787,Cash,17393849,21301938,6.78,25,A072,386958,1934789,361882,Cancelled
14622,H00042,O01622,2021-11-04,5977562,Home Loan,1875466,4102096,8.29,20,A011,59776,298878,210124,Pending
14623,H09419,O01697,2022-05-07,46536690,Home Loan,15237187,31299503,6.69,30,A104,465367,2326834,214892,Completed
14624,H09974,O00532,2022-09-09,11628647,Bank Transfer,8647908,2980739,7.87,20,A045,116286,581432,262139,Cancelled
14625,H08117,O01718,2024-08-30,21016116,Bank Transfer,16696399,4319717,7.33,25,A185,210161,1050806,436188,Cancelled
14626,H05765,O01182,2025-02-11,3966680,Home Loan,3161147,805533,9.33,20,A168,39667,198334,436003,Completed
14627,H02066,O01916,2021-01-03,46141093,UPI,15338458,30802635,9.33,20,A147,461411,2307055,239011,Completed
14628,H01204,O00653,2025-06-07,6305663,Mortgage,4115326,2190337,10.75,20,A173,63057,315283,241763,Cancelled
14629,H04308,O00809,2020-07-11,11054001,Home Loan,6641562,4412439,10.48,20,A134,110540,552700,370115,Completed
14630,H00520,O00731,2025-01-25,27194173,Cash,15829627,11364546,9.79,30,A151,271942,1359709,14026,Pending
14631,H05418,O00904,2020-07-29,2815444,UPI,1524454,1290990,6.89,10,A016,28154,140772,254220,Pending
14632,H05366,O01303,2021-03-06,38647689,Cash,27335040,11312649,8.53,30,A011,386477,1932384,9858,Completed
14633,H03262,O01779,2020-05-28,46632818,Bank Transfer,36681057,9951761,8.94,30,A117,466328,2331641,452232,Pending
14634,H05092,O01497,2025-01-21,29869148,Mortgage,20556331,9312817,7.15,20,A182,298691,1493457,415120,Completed
14635,H02225,O01879,2021-02-20,44986506,Mortgage,25972817,19013689,6.8,30,A101,449865,2249325,363354,Completed
14636,H04722,O00895,2023-02-13,34678089,UPI,20460758,14217331,8.38,20,A070,346781,1733904,48062,Completed
14637,H09225,O01982,2021-04-27,16294408,Bank Transfer,8707242,7587166,10.64,30,A029,162944,814720,393042,Pending
14638,H05727,O01242,2024-11-01,9357442,Home Loan,2981852,6375590,7.5,25,A060,93574,467872,148453,Cancelled
14639,H01290,O00866,2025-02-25,43305553,Bank Transfer,33527891,9777662,9.77,15,A119,433056,2165278,247424,Completed
14640,H05738,O00916,2021-08-23,16183166,Mortgage,5929326,10253840,9.93,25,A052,161832,809158,127806,Cancelled
14641,H06139,O00611,2025-04-02,17790427,Home Loan,11542349,6248078,7.31,25,A074,177904,889521,184977,Completed
14642,H08423,O01304,2021-02-20,21901312,UPI,12597995,9303317,9.03,20,A124,219013,1095066,371123,Pending
14643,H00837,O01043,2025-01-27,48005589,Home Loan,25856305,22149284,8.41,20,A005,480056,2400279,78792,Cancelled
14644,H06970,O01406,2024-10-07,34537226,Bank Transfer,26347498,8189728,6.56,10,A063,345372,1726861,133838,Completed
14645,H08451,O01892,2021-09-27,31092728,Mortgage,14576750,16515978,6.78,20,A200,310927,1554636,439036,Pending
14646,H08079,O01959,2025-06-01,11701638,Mortgage,8077787,3623851,8.48,15,A180,117016,585082,77772,Pending
14647,H07428,O00339,2024-02-26,12607773,Bank Transfer,3932299,8675474,6.82,30,A041,126078,630389,134960,Completed
14648,H09565,O01112,2024-07-13,19219192,Bank Transfer,6255919,12963273,11.78,10,A136,192192,960960,194472,Completed
14649,H03738,O00520,2022-05-07,35965710,Home Loan,24457635,11508075,8.38,25,A115,359657,1798286,379450,Cancelled
14650,H09475,O00353,2025-01-02,17904831,Cash,13130690,4774141,7.57,20,A029,179048,895242,310457,Completed
14651,H02464,O00713,2023-12-17,26311059,Bank Transfer,11957236,14353823,10.9,15,A075,263111,1315553,332552,Completed
14652,H02073,O01298,2020-09-23,7508931,Cash,4877135,2631796,10.46,20,A037,75089,375447,69988,Completed
14653,H09053,O01181,2025-02-28,5317430,Mortgage,2468724,2848706,10.76,10,A083,53174,265872,114866,Cancelled
14654,H06172,O01206,2022-07-10,37997285,Home Loan,30150989,7846296,8.67,10,A114,379973,1899864,131809,Pending
14655,H03662,O01733,2023-09-20,28410666,Cash,10689612,17721054,11.83,30,A080,284107,1420533,317902,Completed
14656,H09447,O00947,2020-12-06,9679233,UPI,6491545,3187688,6.66,30,A078,96792,483962,89741,Pending
14657,H09364,O00162,2023-11-14,18902633,Home Loan,11286858,7615775,7.29,25,A031,189026,945132,137931,Cancelled
14658,H00716,O00904,2023-04-05,45517300,UPI,33489330,12027970,6.94,25,A002,455173,2275865,196262,Pending
14659,H01385,O00898,2024-07-20,49164872,Cash,23946594,25218278,11.73,20,A060,491649,2458244,305244,Pending
14660,H08776,O00344,2024-10-29,37717212,UPI,28330395,9386817,9.35,20,A070,377172,1885861,433181,Pending
14661,H03451,O00152,2025-12-31,6985737,UPI,3127349,3858388,10.13,20,A015,69857,349287,227050,Pending
14662,H03218,O00255,2021-09-03,27111320,Cash,21310140,5801180,11.06,30,A109,271113,1355566,231905,Completed
14663,H06856,O01226,2020-02-21,20534776,Bank Transfer,7318135,13216641,11.59,15,A134,205348,1026739,65159,Pending
14664,H05464,O01426,2022-04-14,11054635,Mortgage,4100811,6953824,9.04,25,A178,110546,552732,165878,Pending
14665,H05189,O01534,2021-08-22,48130316,Cash,31089811,17040505,11.1,30,A151,481303,2406516,293459,Cancelled
14666,H04894,O00257,2021-04-06,5785085,Home Loan,3170068,2615017,10.49,25,A133,57851,289254,371140,Completed
14667,H02587,O01407,2021-12-16,30826562,Bank Transfer,23469547,7357015,6.61,15,A091,308266,1541328,484236,Cancelled
14668,H05384,O00095,2020-01-12,10692970,Home Loan,5112972,5579998,8.15,15,A053,106930,534648,371868,Cancelled
14669,H00580,O01805,2022-07-12,36925754,Mortgage,21634591,15291163,7.98,10,A184,369258,1846288,258560,Cancelled
14670,H02932,O01336,2021-08-02,41789653,Mortgage,24267153,17522500,7.54,20,A105,417897,2089483,100534,Cancelled
14671,H07730,O00231,2023-10-28,25193750,Cash,9334853,15858897,10.52,30,A148,251938,1259688,208753,Completed
14672,H04746,O00030,2023-03-05,3909624,Bank Transfer,1447260,2462364,8.78,25,A189,39096,195481,66839,Pending
14673,H04998,O01363,2022-01-11,19578993,UPI,7567634,12011359,11.89,10,A058,195790,978950,227427,Completed
14674,H07387,O01583,2025-02-04,13581985,Cash,5446677,8135308,10.27,15,A148,135820,679099,2878,Completed
14675,H05878,O00654,2025-05-26,27858363,Bank Transfer,19084832,8773531,7.92,15,A027,278584,1392918,479480,Cancelled
14676,H07281,O01600,2022-08-27,4393783,Bank Transfer,3336164,1057619,9.15,25,A101,43938,219689,331820,Cancelled
14677,H05249,O00129,2022-05-16,13066049,UPI,4668871,8397178,9.09,20,A085,130660,653302,281033,Pending
14678,H08172,O00619,2025-08-30,10080076,Bank Transfer,3120757,6959319,7.83,25,A133,100801,504004,348483,Completed
14679,H09193,O01609,2021-02-07,42744693,Home Loan,19551259,23193434,9.06,30,A007,427447,2137235,136854,Cancelled
14680,H09730,O00772,2025-08-12,8888212,Cash,4370784,4517428,8.33,20,A089,88882,444411,139200,Cancelled
14681,H09204,O00593,2024-01-02,5139133,UPI,3845690,1293443,6.87,25,A077,51391,256957,161442,Pending
14682,H05796,O00752,2024-08-10,4700612,Bank Transfer,2486143,2214469,11.98,30,A128,47006,235031,421935,Completed
14683,H04234,O01700,2023-06-20,27922616,Bank Transfer,20177235,7745381,11.4,10,A106,279226,1396131,278677,Completed
14684,H08349,O00292,2025-03-06,33769066,Mortgage,14136068,19632998,7.66,20,A022,337691,1688453,182986,Pending
14685,H03049,O00954,2024-11-01,28678368,Cash,20625133,8053235,10.69,20,A049,286784,1433918,172728,Cancelled
14686,H09219,O01634,2024-05-24,30676504,Bank Transfer,16230415,14446089,7.49,15,A133,306765,1533825,345616,Cancelled
14687,H00121,O01541,2025-08-19,29541969,Cash,18608631,10933338,8.59,25,A018,295420,1477098,167055,Pending
14688,H07536,O00791,2025-11-28,22571469,Bank Transfer,11239508,11331961,8.91,10,A029,225715,1128573,412421,Cancelled
14689,H03927,O00537,2022-06-20,34061535,Home Loan,12835525,21226010,10.71,25,A116,340615,1703077,99604,Cancelled
14690,H05026,O00997,2024-11-16,44690033,Bank Transfer,19716273,24973760,10.18,15,A053,446900,2234502,475645,Cancelled
14691,H00004,O01466,2022-08-21,9415092,Mortgage,7375681,2039411,6.8,10,A070,94151,470755,255228,Completed
14692,H02459,O00428,2025-04-26,40758050,Cash,27253457,13504593,6.79,25,A014,407580,2037902,249381,Cancelled
14693,H01659,O01026,2020-01-28,33971783,Mortgage,15577134,18394649,11.23,10,A051,339718,1698589,208058,Cancelled
14694,H04060,O01526,2024-03-06,9778229,Home Loan,6016672,3761557,7.3,25,A136,97782,488911,419144,Completed
14695,H02503,O01217,2020-07-27,26351173,Mortgage,16564507,9786666,9.77,10,A066,263512,1317559,479970,Cancelled
14696,H07869,O01281,2020-09-18,41303383,Bank Transfer,19475272,21828111,11.66,25,A189,413034,2065169,193676,Cancelled
14697,H08259,O01816,2020-10-22,27955590,UPI,12941298,15014292,10.59,25,A187,279556,1397780,272522,Completed
14698,H05249,O00967,2020-07-09,34142083,Bank Transfer,27036072,7106011,11.08,10,A080,341421,1707104,99669,Cancelled
14699,H03063,O01139,2023-04-11,15350548,Bank Transfer,12026177,3324371,10.43,30,A073,153505,767527,42908,Cancelled
14700,H09964,O00617,2022-09-11,27483876,Mortgage,9143924,18339952,9.76,15,A176,274839,1374194,220853,Pending
14701,H04303,O01102,2023-05-14,47343902,Bank Transfer,14832512,32511390,9.94,15,A152,473439,2367195,452729,Cancelled
14702,H06160,O00182,2025-10-03,10087927,Mortgage,5743361,4344566,8.19,10,A170,100879,504396,41479,Pending
14703,H06307,O01827,2022-04-16,6466603,Bank Transfer,3365554,3101049,9.62,25,A081,64666,323330,118424,Cancelled
14704,H07660,O01997,2023-05-01,8077556,Home Loan,5145801,2931755,7.91,10,A171,80776,403878,260965,Pending
14705,H02068,O01819,2023-06-02,24164792,Cash,14571028,9593764,11.06,15,A113,241648,1208240,205502,Pending
14706,H02698,O01020,2023-09-21,37910195,Mortgage,17176188,20734007,7.77,15,A079,379102,1895510,416014,Cancelled
14707,H00307,O01551,2026-01-09,18821872,Cash,14889195,3932677,11.36,25,A179,188219,941094,156758,Pending
14708,H01901,O01310,2024-05-30,33668808,Home Loan,21820154,11848654,8.71,15,A020,336688,1683440,12054,Completed
14709,H00948,O01250,2025-01-27,5973705,Bank Transfer,2253155,3720550,11.28,15,A129,59737,298685,410422,Completed
14710,H03935,O00080,2024-06-14,9130274,UPI,3088587,6041687,7.35,15,A108,91303,456514,152836,Cancelled
14711,H00855,O01677,2025-08-22,16206751,Bank Transfer,7020068,9186683,8.29,15,A009,162068,810338,412853,Cancelled
14712,H08124,O01113,2024-11-09,49778621,UPI,19034412,30744209,7.42,10,A009,497786,2488931,489353,Cancelled
14713,H06725,O00206,2025-07-22,5074947,Home Loan,3011861,2063086,7.41,30,A067,50749,253747,374225,Completed
14714,H01403,O01610,2020-01-30,42126886,Cash,17625225,24501661,9.27,15,A160,421269,2106344,277736,Pending
14715,H01208,O01731,2024-05-14,17158424,Home Loan,9629497,7528927,7.61,25,A016,171584,857921,344822,Completed
14716,H00662,O01678,2023-03-23,32980958,UPI,22751979,10228979,11.66,20,A002,329810,1649048,225532,Pending
14717,H09176,O01461,2025-03-29,17759603,Mortgage,13300414,4459189,10.06,10,A157,177596,887980,424195,Pending
14718,H09539,O01749,2022-02-21,31726899,UPI,24162787,7564112,8.72,30,A174,317269,1586345,283048,Completed
14719,H05582,O00360,2022-05-05,20835554,Bank Transfer,6981581,13853973,8.37,20,A008,208356,1041778,170205,Cancelled
14720,H09439,O00721,2021-09-14,44577725,Home Loan,28705257,15872468,7.48,15,A159,445777,2228886,269563,Completed
14721,H01251,O01037,2020-09-22,41032089,UPI,31861720,9170369,8.28,20,A153,410321,2051604,350594,Cancelled
14722,H00357,O01875,2023-05-05,21545474,Cash,15579162,5966312,9.31,20,A016,215455,1077274,253878,Pending
14723,H05622,O00548,2021-09-15,39065250,Bank Transfer,18657625,20407625,9.58,10,A008,390652,1953262,160462,Completed
14724,H02222,O00629,2023-07-01,3608385,Bank Transfer,1408051,2200334,9.32,10,A076,36084,180419,114037,Pending
14725,H04410,O01067,2025-05-09,10023648,Cash,7117959,2905689,8.37,15,A118,100236,501182,474392,Cancelled
14726,H03837,O00887,2025-05-14,12815920,Bank Transfer,4121386,8694534,7.59,15,A103,128159,640796,340470,Cancelled
14727,H04833,O00916,2021-03-11,48065628,Home Loan,32542766,15522862,10.93,20,A064,480656,2403281,122571,Pending
14728,H07468,O01641,2022-09-07,30379789,Cash,10700741,19679048,6.81,10,A171,303798,1518989,353900,Pending
14729,H07490,O01901,2022-10-13,18660680,Home Loan,9801887,8858793,10.57,15,A010,186607,933034,129508,Completed
14730,H01931,O01453,2021-07-09,43604327,Bank Transfer,34826065,8778262,9.62,15,A058,436043,2180216,44664,Completed
14731,H05015,O01767,2021-08-17,19650481,Bank Transfer,8066446,11584035,8.79,25,A176,196505,982524,314094,Cancelled
14732,H01533,O00761,2025-04-18,31043347,Cash,13110238,17933109,6.9,30,A046,310433,1552167,455836,Cancelled
14733,H00114,O01096,2025-07-20,45761022,Mortgage,14647348,31113674,11.18,10,A019,457610,2288051,83631,Pending
14734,H05296,O01365,2024-08-02,28393530,Bank Transfer,20138801,8254729,7.48,15,A021,283935,1419676,237654,Cancelled
14735,H07133,O00773,2022-12-15,27141773,Bank Transfer,9683728,17458045,10.91,10,A090,271418,1357089,410511,Cancelled
14736,H01947,O01532,2024-07-12,33496946,Cash,10776341,22720605,11.63,25,A085,334969,1674847,7552,Completed
14737,H05613,O01617,2022-12-28,45708340,Bank Transfer,14236476,31471864,9.36,25,A155,457083,2285417,498193,Cancelled
14738,H04249,O00272,2021-04-11,47875346,Home Loan,20776032,27099314,6.95,10,A045,478753,2393767,346518,Pending
14739,H04980,O00721,2022-02-12,21952041,Cash,8775829,13176212,10,10,A125,219520,1097602,227104,Cancelled
14740,H04146,O00700,2021-02-02,43948440,Cash,14185606,29762834,11.55,20,A016,439484,2197422,154243,Pending
14741,H08000,O01305,2021-01-23,14404561,Cash,7129174,7275387,8.64,30,A032,144046,720228,295180,Completed
14742,H07601,O01668,2024-09-13,49676031,Bank Transfer,22469792,27206239,9.74,25,A106,496760,2483802,71715,Cancelled
14743,H06729,O00442,2023-10-19,48790351,Bank Transfer,17203026,31587325,6.93,30,A188,487904,2439518,172687,Cancelled
14744,H09499,O01279,2020-11-24,36649210,Bank Transfer,28570510,8078700,10.43,30,A115,366492,1832460,115162,Cancelled
14745,H00748,O00035,2025-06-18,2700674,UPI,1300820,1399854,11.87,30,A048,27007,135034,487708,Completed
14746,H00526,O00342,2024-03-14,18335071,Mortgage,7939961,10395110,10.56,30,A135,183351,916754,41855,Pending
14747,H04857,O01013,2022-02-13,38800223,Home Loan,21680916,17119307,10.08,30,A133,388002,1940011,36622,Pending
14748,H03439,O01142,2020-01-08,43821312,Bank Transfer,30893322,12927990,8.25,30,A168,438213,2191066,138955,Completed
14749,H09063,O00755,2023-04-09,49282824,Cash,38512819,10770005,10.12,25,A185,492828,2464141,420500,Pending
14750,H09502,O00319,2023-02-24,24905803,Home Loan,13897577,11008226,9.99,30,A156,249058,1245290,125930,Pending
14751,H06174,O01110,2022-08-02,43425582,Mortgage,15442978,27982604,6.55,30,A121,434256,2171279,169513,Cancelled
14752,H06460,O00447,2022-07-14,20248951,Mortgage,12319565,7929386,10.8,20,A051,202490,1012448,168389,Cancelled
14753,H02601,O01270,2024-10-26,8428275,Bank Transfer,4730155,3698120,10.81,25,A193,84283,421414,360021,Cancelled
14754,H02108,O00968,2025-09-17,27041178,UPI,16326560,10714618,6.64,30,A185,270412,1352059,119393,Pending
14755,H04459,O01351,2021-11-25,33143807,Home Loan,11183425,21960382,8.78,30,A032,331438,1657190,81139,Cancelled
14756,H04105,O01172,2021-04-30,48759715,Mortgage,33078989,15680726,7.86,25,A151,487597,2437986,277068,Cancelled
14757,H09086,O01264,2025-03-26,14341349,Mortgage,10329409,4011940,7.11,30,A050,143413,717067,39446,Completed
14758,H00607,O01248,2020-01-07,6388726,Bank Transfer,2026537,4362189,11.25,10,A163,63887,319436,43425,Cancelled
14759,H04829,O01691,2025-07-17,20962568,Mortgage,9271253,11691315,8.32,30,A022,209626,1048128,173065,Cancelled
14760,H03001,O00438,2022-03-03,16306557,Bank Transfer,5693901,10612656,11.16,20,A067,163066,815328,475673,Completed
14761,H07419,O00110,2021-12-11,20061287,Home Loan,7637658,12423629,8.62,10,A051,200613,1003064,167373,Pending
14762,H04623,O01960,2022-07-23,6301465,Mortgage,4611065,1690400,8.55,25,A087,63015,315073,150793,Completed
14763,H00470,O00974,2025-12-11,12861011,Cash,4848473,8012538,9.59,15,A038,128610,643051,145269,Pending
14764,H09269,O00754,2024-04-29,7469101,Bank Transfer,4315659,3153442,7.47,10,A151,74691,373455,262005,Pending
14765,H06746,O01387,2022-01-21,5708239,UPI,1947296,3760943,8.44,25,A002,57082,285412,329137,Cancelled
14766,H03530,O00755,2020-07-30,38844172,Cash,13291518,25552654,11.34,20,A051,388442,1942209,178355,Pending
14767,H05098,O01375,2023-06-30,44869337,Bank Transfer,28644957,16224380,9.13,30,A084,448693,2243467,155537,Completed
14768,H06593,O01705,2022-07-17,26897966,Cash,12148402,14749564,10.55,15,A110,268980,1344898,2676,Completed
14769,H05487,O00941,2021-09-09,39852480,Home Loan,29934562,9917918,8.89,15,A065,398525,1992624,243950,Completed
14770,H05396,O01804,2020-09-27,13816999,Home Loan,10044327,3772672,10.51,10,A143,138170,690850,226391,Pending
14771,H09189,O00962,2020-01-04,40302921,Home Loan,16804506,23498415,8.29,15,A054,403029,2015146,111762,Completed
14772,H07321,O00106,2021-02-13,12516118,Bank Transfer,7976131,4539987,8.17,15,A019,125161,625806,189784,Completed
14773,H01542,O01478,2022-06-24,2924809,Home Loan,1330558,1594251,10.3,30,A149,29248,146240,84471,Completed
14774,H07670,O00064,2021-11-06,37202381,Home Loan,26645557,10556824,10.56,10,A144,372024,1860119,60128,Cancelled
14775,H05831,O01627,2023-08-13,9753534,Mortgage,4365569,5387965,7.96,15,A024,97535,487677,453390,Cancelled
14776,H03548,O01023,2020-12-09,29521591,Cash,20900835,8620756,7.15,10,A132,295216,1476080,32246,Completed
14777,H05212,O01621,2020-08-01,15336401,Mortgage,6549379,8787022,8.01,30,A110,153364,766820,33195,Completed
14778,H08654,O01755,2024-05-20,45500932,Cash,30489673,15011259,7.8,30,A028,455009,2275047,413347,Cancelled
14779,H05294,O00555,2020-10-04,13607125,Bank Transfer,6672087,6935038,9.26,15,A167,136071,680356,242134,Pending
14780,H05566,O00877,2022-11-03,37551269,Bank Transfer,12016685,25534584,8.92,15,A072,375513,1877563,102880,Cancelled
14781,H08678,O01714,2020-03-25,23288985,Cash,13914501,9374484,6.66,15,A196,232890,1164449,186949,Completed
14782,H06201,O00419,2021-07-05,30510750,Home Loan,14514515,15996235,8.91,25,A112,305108,1525538,119722,Completed
14783,H00197,O00371,2022-10-23,7821584,Cash,5097501,2724083,7.34,10,A036,78216,391079,33253,Completed
14784,H09566,O01164,2022-07-25,39495245,Mortgage,20158124,19337121,6.63,30,A162,394952,1974762,46456,Pending
14785,H00120,O01057,2024-07-08,46797873,Mortgage,34702567,12095306,9.82,30,A196,467979,2339894,418728,Cancelled
14786,H04836,O00905,2024-08-10,10571493,UPI,3458517,7112976,8.97,10,A115,105715,528575,86046,Pending
14787,H06427,O00055,2020-03-02,35113922,Mortgage,21312881,13801041,11.75,30,A004,351139,1755696,95593,Pending
14788,H04133,O00638,2021-10-24,13344312,Bank Transfer,6307859,7036453,10.47,10,A121,133443,667216,272373,Pending
14789,H06860,O00064,2021-07-13,8823521,Home Loan,4539165,4284356,11.96,25,A142,88235,441176,100154,Completed
14790,H01835,O01212,2025-11-04,13650556,Mortgage,6276354,7374202,11.25,15,A025,136506,682528,279807,Cancelled
14791,H05367,O01581,2023-06-02,27382708,Cash,13931473,13451235,9.69,20,A161,273827,1369135,491397,Cancelled
14792,H01821,O00411,2023-08-25,13489066,Cash,5109213,8379853,10.78,25,A187,134891,674453,278893,Pending
14793,H07852,O01889,2020-10-11,26331999,Bank Transfer,9167421,17164578,8.03,25,A010,263320,1316600,167889,Pending
14794,H08235,O01286,2020-12-18,32835253,Mortgage,11230795,21604458,10.14,15,A089,328353,1641763,452911,Cancelled
14795,H09107,O00370,2020-05-09,44173430,Mortgage,34032633,10140797,10.33,30,A129,441734,2208672,151262,Pending
14796,H01181,O01425,2021-12-08,30070106,Home Loan,21520060,8550046,11.37,30,A169,300701,1503505,336097,Completed
14797,H03651,O01375,2020-02-28,31445860,Bank Transfer,10809027,20636833,7.4,10,A043,314459,1572293,396220,Completed
14798,H05230,O01709,2020-11-12,15489356,Home Loan,8689423,6799933,8.2,15,A075,154894,774468,67527,Completed
14799,H02463,O00018,2021-07-13,15576062,Bank Transfer,5325004,10251058,6.62,30,A102,155761,778803,171229,Pending
14800,H01572,O01907,2023-05-26,39220366,Mortgage,15833364,23387002,8.85,20,A032,392204,1961018,16784,Pending
14801,H02525,O00439,2020-03-11,4582964,Cash,2840801,1742163,8.26,25,A107,45830,229148,126490,Completed
14802,H09255,O01516,2022-07-03,27102826,Home Loan,9905817,17197009,8.79,15,A138,271028,1355141,207653,Completed
14803,H06447,O01769,2021-07-10,6133723,Cash,2487695,3646028,8.87,25,A196,61337,306686,55232,Cancelled
14804,H03932,O01794,2022-01-21,18239083,Mortgage,7465305,10773778,11.44,25,A081,182391,911954,175954,Pending
14805,H01299,O00068,2022-03-07,2850038,UPI,1033421,1816617,8.37,25,A053,28500,142502,451316,Cancelled
14806,H01237,O00594,2024-09-01,47276103,Home Loan,19910124,27365979,10.39,30,A165,472761,2363805,367333,Completed
14807,H07010,O00437,2022-04-09,31659911,UPI,17702061,13957850,11.63,20,A177,316599,1582996,273290,Pending
14808,H01669,O01789,2023-09-04,34932509,Cash,16893544,18038965,10.6,10,A085,349325,1746625,386720,Cancelled
14809,H00402,O00599,2025-11-17,8030421,Bank Transfer,3457216,4573205,10.96,25,A127,80304,401521,332280,Completed
