house_id,location_id,builder_id,property_type_id,listing_date,area_sqft,bedrooms,bathrooms,balcony_count,parking_spaces,floor_number,total_floors,furnishing_status,property_age,facing_direction,price,sale_status
7896,L014,B019,PT005,11/19/2025,4623,6,5,4,1,9,7,Unfurnished,2,South,58693595,Available
7897,L076,B028,PT006,7/21/2024,1292,2,2,1,2,17,33,Furnished,18,South-East,18586045,Available
7898,L022,B012,PT007,5/23/2024,1881,3,2,1,4,6,11,Unfurnished,11,East,14436955,Available
7899,L023,B018,PT002,5/26/2024,2629,4,3,3,1,8,17,Furnished,11,South-East,20362578,Available
7900,L033,B030,PT008,10/10/2024,4251,6,5,4,3,30,7,Unfurnished,4,North-West,60769599,Sold
7901,L097,B025,PT001,3/25/2024,632,1,2,4,1,9,24,Furnished,18,North-East,4846326,Reserved
7902,L036,B031,PT001,4/21/2025,2090,3,2,2,0,19,8,Unfurnished,11,South-East,14777178,Available
7903,L038,B001,PT003,7/24/2024,2706,4,4,3,0,26,5,Semi-Furnished,8,North-West,16184542,Reserved
7904,L008,B025,PT006,12/25/2024,4857,6,5,4,1,29,2,Unfurnished,19,South,35958739,Available
7905,L035,B037,PT010,11/16/2024,4038,6,5,1,0,19,34,Semi-Furnished,11,North-East,22584069,Sold
7906,L019,B043,PT002,12/15/2024,2521,4,3,2,3,9,38,Semi-Furnished,16,South,38272428,Available
7907,L023,B027,PT008,2/21/2024,3297,5,5,3,2,9,32,Semi-Furnished,13,South-East,41332561,Available
7908,L057,B019,PT001,6/22/2024,3614,6,5,4,4,25,4,Furnished,16,South-West,31339348,Available
7909,L078,B016,PT006,2/27/2024,4707,6,5,1,1,30,19,Semi-Furnished,20,South-West,35750389,Available
7910,L074,B025,PT007,8/18/2024,966,1,1,2,2,2,38,Furnished,12,North-West,9639954,Sold
7911,L054,B048,PT003,12/25/2025,2301,3,4,4,4,4,20,Semi-Furnished,9,South-West,27109019,Reserved
7912,L004,B014,PT007,1/24/2024,4795,6,5,1,1,26,34,Furnished,2,North-West,57623067,Reserved
7913,L036,B034,PT005,4/3/2025,4550,6,5,4,3,10,9,Unfurnished,17,West,41770864,Sold
7914,L070,B041,PT003,10/29/2025,4442,6,5,4,1,18,40,Semi-Furnished,10,North-East,68080526,Reserved
7915,L077,B031,PT008,1/1/2024,2216,3,3,4,3,27,16,Semi-Furnished,7,South-West,34970293,Sold
7916,L057,B014,PT010,1/23/2025,2677,4,5,1,3,5,24,Semi-Furnished,1,West,24705288,Available
7917,L034,B015,PT003,8/8/2025,2992,4,4,4,3,10,2,Furnished,12,East,30840651,Reserved
7918,L019,B031,PT007,1/4/2025,1158,1,2,3,2,16,10,Semi-Furnished,18,South,10611961,Sold
7919,L014,B007,PT004,3/26/2025,874,1,1,1,3,20,32,Semi-Furnished,17,East,12115208,Reserved
7920,L005,B006,PT009,3/11/2025,1116,1,2,2,4,27,12,Semi-Furnished,3,South-West,8521391,Sold
7921,L064,B049,PT001,7/2/2024,2865,4,3,2,2,0,27,Unfurnished,12,South-West,33982558,Available
7922,L054,B043,PT001,12/13/2025,993,1,1,2,0,28,5,Semi-Furnished,11,West,7337756,Reserved
7923,L065,B009,PT002,10/20/2025,3193,5,4,2,1,28,33,Semi-Furnished,16,West,41238750,Reserved
7924,L006,B022,PT005,1/15/2024,4207,6,5,2,4,7,13,Unfurnished,4,East,49085116,Available
7925,L028,B036,PT010,12/20/2024,3693,6,5,2,1,17,6,Furnished,8,North-West,38876361,Reserved
7926,L007,B020,PT008,1/3/2025,1649,2,2,1,2,20,32,Unfurnished,14,North-West,23726876,Reserved
7927,L026,B013,PT007,11/21/2024,1451,2,3,1,0,11,20,Unfurnished,6,West,22500536,Available
7928,L016,B050,PT004,10/18/2024,4494,6,5,4,3,8,14,Unfurnished,1,North-East,46358921,Sold
7929,L053,B026,PT004,7/11/2025,2992,4,3,4,2,19,11,Semi-Furnished,16,North-West,45506895,Available
7930,L080,B004,PT010,8/14/2024,954,1,2,1,0,1,31,Furnished,15,South-East,11737979,Available
7931,L098,B003,PT009,9/10/2024,2340,3,3,4,1,29,4,Furnished,7,West,27745513,Sold
7932,L043,B031,PT004,8/15/2024,1339,2,2,2,3,17,5,Unfurnished,13,West,16073140,Reserved
7933,L003,B031,PT008,8/22/2025,1764,2,1,1,2,9,9,Unfurnished,11,South-West,23942468,Available
7934,L073,B005,PT003,10/7/2025,2772,4,5,2,3,20,2,Semi-Furnished,17,South-West,35904260,Available
7935,L001,B036,PT002,1/29/2024,2570,4,3,3,3,8,23,Semi-Furnished,5,South,18532210,Available
7936,L060,B049,PT003,10/30/2024,4631,6,5,2,2,11,36,Unfurnished,19,West,53447966,Reserved
7937,L086,B040,PT004,11/30/2024,909,1,2,1,2,33,3,Furnished,2,West,13335310,Sold
7938,L087,B015,PT007,11/13/2025,4374,6,5,2,1,25,3,Semi-Furnished,10,North-West,32983155,Reserved
7939,L077,B046,PT004,7/12/2025,4547,6,5,2,3,10,3,Furnished,17,East,59517555,Sold
7940,L058,B041,PT006,3/24/2024,2814,4,4,1,1,23,4,Furnished,20,North-West,34789584,Sold
7941,L086,B020,PT008,3/2/2025,2760,4,5,1,3,16,30,Semi-Furnished,20,East,26794646,Sold
7942,L076,B042,PT001,3/8/2025,4518,6,5,3,3,18,2,Furnished,20,North,41082357,Available
7943,L036,B014,PT001,1/29/2025,1589,2,1,2,2,5,37,Semi-Furnished,5,South,10868891,Sold
7944,L019,B042,PT007,2/25/2024,1240,2,1,3,4,9,14,Semi-Furnished,6,North-East,15118519,Reserved
7945,L035,B019,PT003,4/27/2024,938,1,2,2,1,3,9,Furnished,16,West,6254333,Reserved
7946,L086,B045,PT001,8/31/2025,1943,3,4,2,4,31,14,Furnished,2,East,12925023,Available
7947,L087,B022,PT009,12/24/2024,937,1,1,1,2,21,1,Furnished,12,North-West,12488816,Sold
7948,L080,B038,PT002,10/13/2024,3554,5,5,3,0,2,38,Semi-Furnished,20,South-West,43344520,Sold
7949,L099,B015,PT008,12/29/2024,1119,1,1,1,3,12,14,Unfurnished,4,North-East,5956293,Available
7950,L081,B046,PT005,5/4/2025,2507,4,4,3,4,4,26,Furnished,5,North-East,15867717,Available
7951,L018,B009,PT010,10/6/2025,4751,6,5,2,0,0,14,Semi-Furnished,16,East,30302760,Sold
7952,L010,B049,PT008,9/21/2025,2384,3,4,4,1,19,25,Semi-Furnished,3,South-East,25084406,Available
7953,L032,B050,PT001,8/28/2025,684,1,1,1,1,2,10,Unfurnished,5,East,9640343,Available
7954,L096,B010,PT007,8/23/2024,3867,6,5,2,4,4,40,Furnished,9,West,22774803,Reserved
7955,L062,B043,PT008,2/19/2024,4319,6,5,1,4,15,7,Semi-Furnished,3,West,27649665,Reserved
7956,L046,B013,PT007,7/25/2024,1118,1,1,3,2,2,1,Semi-Furnished,17,West,16200552,Available
7957,L012,B012,PT004,5/25/2025,1107,1,2,1,3,22,11,Semi-Furnished,0,West,16535759,Sold
7958,L026,B036,PT007,4/2/2024,4901,6,5,4,3,23,8,Semi-Furnished,15,West,25591335,Available
7959,L024,B036,PT002,6/9/2025,814,1,2,2,4,18,33,Semi-Furnished,3,North,8051911,Available
7960,L029,B045,PT005,10/16/2025,825,1,2,4,3,8,31,Unfurnished,10,North-West,12841599,Available
7961,L066,B006,PT010,2/25/2024,3532,5,5,2,4,8,12,Furnished,4,South-West,32778860,Reserved
7962,L059,B013,PT006,3/20/2025,1189,1,2,4,0,19,13,Semi-Furnished,15,West,13289180,Available
7963,L014,B038,PT001,11/7/2025,4116,6,5,3,2,34,28,Semi-Furnished,7,West,57180822,Reserved
7964,L036,B047,PT009,3/27/2025,3503,5,5,1,3,32,14,Unfurnished,20,West,26300947,Available
7965,L006,B036,PT005,2/27/2024,3992,6,5,3,3,30,17,Furnished,12,South,50577425,Available
7966,L094,B009,PT002,10/16/2024,4919,6,5,1,4,2,18,Semi-Furnished,18,North-East,71051454,Available
7967,L036,B045,PT007,10/9/2025,924,1,2,2,3,13,16,Furnished,17,South-East,11221741,Sold
7968,L056,B045,PT005,8/15/2025,2811,4,4,2,2,0,8,Semi-Furnished,2,South-West,18108651,Reserved
7969,L064,B022,PT010,2/6/2025,3391,5,4,4,4,25,31,Semi-Furnished,7,East,36388474,Reserved
7970,L051,B005,PT007,5/27/2024,2579,4,3,3,2,6,17,Furnished,13,North-West,29428147,Sold
7971,L067,B026,PT004,6/6/2024,4903,6,5,3,3,21,8,Furnished,5,South,73367439,Sold
7972,L076,B018,PT004,5/15/2024,3517,5,5,1,4,11,16,Unfurnished,17,South,54635539,Available
7973,L066,B018,PT003,9/19/2024,782,1,1,2,1,7,11,Unfurnished,14,West,8623430,Sold
7974,L064,B033,PT006,11/10/2025,4839,6,5,1,0,32,16,Furnished,19,North,61281504,Available
7975,L087,B013,PT005,9/20/2024,4230,6,5,1,3,0,32,Semi-Furnished,15,South-West,41322246,Available
7976,L061,B023,PT010,9/23/2025,2524,4,5,4,1,26,27,Furnished,8,South,35729234,Sold
7977,L054,B040,PT002,12/22/2024,2262,3,2,2,4,26,32,Furnished,10,West,21441804,Reserved
7978,L001,B042,PT003,1/30/2025,4884,6,5,3,0,13,1,Furnished,10,North-West,35750309,Reserved
7979,L063,B023,PT005,7/19/2025,615,1,1,1,1,24,30,Semi-Furnished,5,North,7876408,Sold
7980,L029,B032,PT004,6/27/2025,3014,5,5,1,1,3,15,Furnished,3,South-East,44130447,Reserved
7981,L044,B025,PT004,4/26/2024,4888,6,5,2,3,14,38,Furnished,5,South-East,69217936,Reserved
7982,L004,B022,PT002,5/19/2025,765,1,1,4,4,32,9,Semi-Furnished,20,North,6860137,Reserved
7983,L090,B028,PT001,12/15/2024,1948,3,3,4,3,33,7,Unfurnished,4,South,29669361,Sold
7984,L072,B038,PT010,9/21/2024,4002,6,5,3,0,1,33,Semi-Furnished,12,North-West,23997936,Sold
7985,L019,B019,PT003,8/9/2025,4439,6,5,4,2,17,12,Semi-Furnished,6,West,40333431,Reserved
7986,L091,B003,PT006,4/6/2024,755,1,2,2,2,2,12,Semi-Furnished,1,South-West,7823108,Sold
7987,L011,B048,PT003,7/20/2025,4978,6,5,1,0,8,37,Unfurnished,2,South-West,67520815,Reserved
7988,L018,B007,PT004,2/20/2025,1773,2,2,4,4,14,38,Unfurnished,1,South,18026768,Reserved
7989,L004,B010,PT005,1/31/2025,4264,6,5,1,4,23,23,Unfurnished,4,South,25953662,Available
7990,L041,B044,PT006,12/31/2024,3549,5,4,1,3,19,20,Semi-Furnished,14,North,54290665,Available
7991,L089,B020,PT001,3/9/2025,1032,1,1,2,1,13,12,Semi-Furnished,12,North-East,13286856,Sold
7992,L015,B006,PT005,9/3/2024,3595,5,5,4,2,17,22,Furnished,16,South-West,32278418,Available
7993,L026,B030,PT005,5/12/2025,754,1,1,4,4,14,7,Unfurnished,17,North-West,5225215,Reserved
7994,L059,B023,PT005,9/10/2024,2252,3,4,1,0,9,34,Furnished,5,East,18092034,Available
7995,L067,B031,PT009,7/25/2025,3095,5,5,3,2,25,18,Unfurnished,4,North-West,41249629,Available
7996,L065,B035,PT008,10/27/2025,2402,4,3,2,1,18,31,Furnished,17,West,36751011,Sold
7997,L083,B024,PT009,2/21/2024,3782,6,5,1,1,25,28,Unfurnished,17,South,54130917,Available
7998,L085,B009,PT009,1/30/2024,4878,6,5,1,1,8,34,Unfurnished,13,East,26346676,Available
7999,L008,B014,PT008,8/14/2025,2415,4,5,1,1,4,19,Unfurnished,2,North,33225332,Available
8000,L022,B004,PT008,5/15/2024,1637,2,3,3,3,28,14,Furnished,14,South,17359132,Available
8001,L014,B008,PT010,9/6/2025,3940,6,5,3,4,14,12,Furnished,4,North-West,57078853,Sold
8002,L016,B012,PT010,8/17/2024,2724,4,3,3,0,14,33,Semi-Furnished,4,North-East,14205090,Sold
8003,L063,B019,PT002,2/6/2025,3694,6,5,4,4,19,36,Semi-Furnished,7,North-East,30305112,Available
8004,L054,B032,PT003,8/28/2025,3799,6,5,1,3,0,7,Semi-Furnished,9,South-East,21891259,Reserved
8005,L029,B034,PT007,8/16/2025,2483,4,5,2,1,35,6,Semi-Furnished,15,North-West,23108918,Sold
8006,L033,B020,PT008,12/10/2024,1668,2,2,3,1,10,4,Semi-Furnished,20,North-East,15899373,Sold
8007,L095,B004,PT008,4/26/2025,1626,2,1,1,0,0,5,Furnished,5,North,9748800,Reserved
8008,L011,B017,PT009,9/11/2025,1682,2,2,4,3,2,22,Furnished,6,North-West,25773405,Available
8009,L035,B011,PT007,12/3/2024,1421,2,1,1,2,7,25,Unfurnished,16,East,16574782,Available
8010,L037,B045,PT006,9/10/2024,4848,6,5,3,3,9,38,Semi-Furnished,0,South-East,52195547,Available
8011,L049,B048,PT007,12/22/2024,934,1,1,4,3,26,13,Unfurnished,11,North-West,9259753,Reserved
8012,L070,B033,PT005,9/20/2024,4945,6,5,4,3,12,18,Semi-Furnished,18,South-West,40501322,Reserved
8013,L087,B032,PT004,8/20/2024,2874,4,3,1,2,32,31,Semi-Furnished,18,South-East,40537480,Sold
8014,L006,B002,PT005,1/16/2024,3173,5,4,3,0,13,26,Semi-Furnished,2,East,27145258,Available
8015,L014,B038,PT003,1/14/2025,2609,4,3,1,3,18,28,Semi-Furnished,20,East,17234848,Available
8016,L025,B010,PT006,6/28/2025,2008,3,3,2,0,17,36,Unfurnished,12,North-East,19172563,Reserved
8017,L059,B002,PT005,9/26/2025,4925,6,5,2,3,7,25,Unfurnished,17,South,53745759,Sold
8018,L058,B038,PT004,7/7/2024,826,1,1,3,1,17,4,Furnished,10,South-West,3835572,Reserved
8019,L046,B028,PT007,7/3/2024,4083,6,5,1,3,7,28,Furnished,4,East,24844976,Reserved
8020,L073,B032,PT007,1/12/2025,4225,6,5,4,1,35,22,Semi-Furnished,12,North-West,39975654,Sold
8021,L073,B016,PT005,5/19/2025,4255,6,5,1,4,14,22,Unfurnished,12,South-East,43985760,Available
8022,L052,B021,PT009,11/10/2025,1247,2,3,3,3,29,6,Furnished,17,South-West,14624976,Reserved
8023,L021,B004,PT003,4/22/2025,2979,4,5,3,0,10,4,Unfurnished,0,South,35192305,Sold
8024,L100,B006,PT010,2/15/2024,868,1,2,1,2,23,1,Unfurnished,12,South,7844981,Reserved
8025,L007,B029,PT003,11/3/2025,2961,4,5,1,0,0,7,Furnished,17,South-East,35535680,Sold
8026,L031,B043,PT009,11/10/2025,2263,3,3,3,2,28,18,Furnished,13,East,23642484,Sold
8027,L029,B016,PT010,4/4/2025,891,1,2,1,1,26,27,Furnished,19,North-East,13495219,Sold
8028,L021,B013,PT005,12/21/2025,2966,4,4,3,0,23,12,Semi-Furnished,20,South-West,30324913,Reserved
8029,L003,B012,PT001,7/4/2025,1334,2,1,1,2,2,31,Unfurnished,7,South,7357461,Sold
8030,L045,B009,PT002,6/22/2024,1557,2,2,2,1,9,40,Unfurnished,18,North-East,19691683,Available
8031,L045,B009,PT005,6/5/2025,4421,6,5,2,3,27,2,Furnished,6,South,65780193,Available
8032,L076,B013,PT002,6/23/2025,3848,6,5,4,2,0,4,Semi-Furnished,5,South,30406029,Reserved
8033,L091,B013,PT006,10/13/2025,818,1,1,4,1,10,14,Unfurnished,1,North-West,7181598,Sold
8034,L085,B006,PT007,8/12/2025,1195,1,1,2,1,31,28,Furnished,4,North-East,15158125,Sold
8035,L062,B039,PT009,7/15/2024,2996,4,5,3,1,10,9,Semi-Furnished,13,North,45367351,Sold
8036,L020,B038,PT006,3/26/2024,4197,6,5,4,0,20,15,Semi-Furnished,9,West,58133484,Available
8037,L075,B027,PT009,12/24/2025,879,1,1,4,2,4,11,Furnished,18,North-East,5690639,Reserved
8038,L040,B021,PT007,3/28/2024,2143,3,3,4,4,3,40,Semi-Furnished,20,South,29406382,Available
8039,L097,B018,PT004,7/10/2025,1493,2,2,3,0,25,16,Semi-Furnished,16,North-West,16776961,Reserved
8040,L090,B025,PT010,8/11/2024,1930,3,4,2,2,7,8,Unfurnished,20,West,11326596,Reserved
8041,L044,B008,PT002,7/25/2024,2196,3,2,2,3,24,32,Furnished,8,South,12613539,Reserved
8042,L077,B046,PT003,4/30/2024,798,1,1,4,4,8,40,Unfurnished,14,South-East,12213114,Sold
8043,L048,B012,PT007,2/25/2025,2031,3,4,2,1,18,29,Unfurnished,10,South-East,12484565,Reserved
8044,L060,B024,PT006,6/14/2024,991,1,1,4,0,6,20,Semi-Furnished,10,North,7971090,Available
8045,L014,B038,PT004,1/22/2024,1907,3,3,2,1,10,40,Furnished,20,North,17151133,Available
8046,L067,B009,PT003,1/18/2024,1617,2,3,3,4,22,9,Furnished,9,South-East,17329861,Reserved
8047,L087,B034,PT006,6/13/2024,1213,2,3,2,2,17,2,Furnished,16,West,18108301,Available
8048,L068,B006,PT002,3/21/2025,4269,6,5,4,2,4,17,Semi-Furnished,15,South-East,38944513,Sold
8049,L089,B021,PT009,12/21/2024,2640,4,5,3,1,3,18,Furnished,3,South,26227958,Sold
8050,L057,B033,PT010,11/8/2025,1406,2,1,1,2,26,7,Unfurnished,5,East,9625101,Reserved
8051,L085,B014,PT010,3/10/2025,2017,3,4,1,2,34,31,Semi-Furnished,1,North-East,29093194,Available
8052,L032,B006,PT003,6/5/2025,1932,3,2,4,0,21,32,Semi-Furnished,16,North,19174488,Sold
8053,L017,B035,PT003,6/17/2024,862,1,1,1,3,30,6,Semi-Furnished,16,South,12270801,Sold
8054,L056,B027,PT009,6/9/2024,692,1,2,1,3,19,32,Furnished,5,South,5811148,Reserved
8055,L013,B029,PT004,9/11/2025,2596,4,4,3,0,24,39,Semi-Furnished,19,North-West,27724450,Sold
8056,L058,B003,PT008,10/21/2024,4655,6,5,3,0,29,6,Semi-Furnished,2,West,42504023,Available
8057,L033,B027,PT002,11/11/2025,4560,6,5,4,3,23,19,Unfurnished,17,South,46274467,Available
8058,L070,B006,PT004,9/15/2024,1035,1,2,4,1,5,34,Semi-Furnished,18,South,6511222,Sold
8059,L011,B031,PT008,8/27/2025,931,1,2,2,3,7,18,Semi-Furnished,4,West,6223901,Sold
8060,L055,B019,PT004,8/20/2025,3263,5,4,2,0,4,11,Semi-Furnished,10,North-East,29799716,Sold
8061,L005,B033,PT003,7/9/2025,1580,2,2,1,0,30,36,Unfurnished,14,East,24012221,Reserved
8062,L086,B034,PT002,6/4/2024,4898,6,5,4,3,29,3,Furnished,7,South-West,45507607,Sold
8063,L013,B045,PT003,9/11/2024,3978,6,5,3,1,17,9,Unfurnished,4,South-East,55928036,Available
8064,L065,B031,PT001,6/10/2025,1880,3,4,3,2,30,4,Furnished,3,North,22726186,Sold
8065,L090,B044,PT007,2/25/2024,3160,5,4,2,4,18,39,Semi-Furnished,14,North-East,46242303,Sold
8066,L051,B021,PT005,6/10/2024,2380,3,3,3,0,27,39,Unfurnished,9,North,20602558,Reserved
8067,L012,B038,PT004,2/17/2025,3244,5,4,2,2,28,34,Furnished,6,West,45866415,Available
8068,L048,B018,PT003,10/28/2024,2623,4,4,1,1,25,1,Furnished,15,West,15680037,Reserved
8069,L032,B007,PT002,3/20/2025,2507,4,5,1,3,11,14,Semi-Furnished,6,South-East,26854846,Available
8070,L052,B034,PT003,5/4/2024,2636,4,4,3,2,17,13,Furnished,19,South-East,36938105,Sold
8071,L035,B041,PT004,5/2/2024,3165,5,5,3,3,31,31,Furnished,6,East,47271274,Sold
8072,L036,B007,PT006,9/14/2025,786,1,1,4,1,35,33,Furnished,13,East,9288080,Available
8073,L082,B035,PT005,7/5/2025,1995,3,4,1,3,1,10,Semi-Furnished,10,South-East,12832715,Sold
8074,L014,B021,PT006,6/8/2024,1590,2,1,4,2,1,37,Unfurnished,15,West,16213393,Reserved
8075,L073,B027,PT005,6/27/2025,4269,6,5,1,3,25,2,Furnished,3,North,55744619,Available
8076,L097,B010,PT005,3/16/2025,2142,3,4,3,2,0,26,Semi-Furnished,9,North,18347899,Reserved
8077,L042,B013,PT010,8/12/2024,806,1,2,4,4,33,40,Semi-Furnished,8,East,9817164,Sold
8078,L070,B015,PT008,6/13/2024,2989,4,3,1,3,5,14,Semi-Furnished,16,North,45906723,Sold
8079,L078,B011,PT007,2/10/2024,4308,6,5,2,4,20,40,Furnished,12,South,62987561,Reserved
8080,L084,B017,PT006,3/26/2025,1964,3,4,4,2,12,24,Unfurnished,11,South-East,17211762,Available
8081,L016,B045,PT003,8/15/2024,3695,6,5,1,1,34,7,Unfurnished,20,East,37788794,Sold
8082,L062,B030,PT007,4/27/2025,2592,4,3,3,1,10,7,Unfurnished,3,South,14018904,Available
8083,L047,B022,PT001,8/13/2024,4396,6,5,3,1,15,6,Furnished,20,South-West,59430512,Reserved
8084,L062,B018,PT003,10/18/2024,3294,5,4,2,4,11,15,Furnished,7,North-West,31338060,Available
8085,L095,B029,PT009,6/12/2024,4355,6,5,1,2,26,27,Unfurnished,2,East,28517598,Reserved
8086,L016,B025,PT010,8/21/2025,1014,1,2,3,3,13,14,Unfurnished,13,South-West,15325770,Available
8087,L090,B002,PT004,3/2/2025,901,1,1,4,3,1,9,Semi-Furnished,1,North-West,12769126,Reserved
8088,L051,B038,PT009,7/5/2025,2864,4,4,2,4,28,39,Furnished,12,South,36951845,Sold
8089,L074,B034,PT010,8/7/2024,4219,6,5,2,3,30,21,Unfurnished,13,North-East,34152312,Sold
8090,L079,B034,PT007,1/4/2025,2458,4,5,4,3,2,40,Semi-Furnished,17,West,23452241,Available
8091,L095,B020,PT005,12/20/2025,3063,5,4,1,4,10,37,Furnished,13,South,30828443,Sold
8092,L001,B032,PT004,1/9/2024,1566,2,1,2,0,34,2,Furnished,17,East,17999727,Reserved
8093,L074,B024,PT007,5/2/2024,1316,2,2,3,0,24,23,Furnished,12,North,10914055,Available
8094,L021,B044,PT001,1/18/2025,2927,4,4,4,2,6,36,Furnished,0,South-West,45119670,Available
8095,L028,B025,PT001,12/1/2025,1004,1,1,1,1,7,38,Unfurnished,7,North-West,15211827,Sold
8096,L078,B049,PT001,11/9/2024,2145,3,3,1,4,11,21,Furnished,12,North,17255142,Sold
8097,L082,B002,PT009,1/19/2024,1467,2,3,2,0,17,18,Unfurnished,16,North-East,14761238,Sold
8098,L035,B026,PT004,1/10/2025,3105,5,5,3,2,22,10,Unfurnished,6,South,30112658,Available
8099,L008,B003,PT006,6/12/2025,2037,3,4,2,2,13,6,Unfurnished,1,North-West,13744115,Sold
8100,L077,B050,PT001,6/26/2024,4581,6,5,1,2,14,21,Unfurnished,15,South-East,42190489,Sold
8101,L010,B014,PT009,9/14/2025,1150,1,1,1,3,35,16,Furnished,6,South-West,13737344,Available
8102,L054,B003,PT001,12/7/2024,1884,3,2,4,4,15,8,Furnished,6,North,9565202,Available
8103,L021,B007,PT006,10/23/2024,3146,5,4,4,4,7,26,Furnished,6,West,28053193,Sold
8104,L083,B039,PT009,7/3/2024,2821,4,5,4,4,22,3,Semi-Furnished,10,West,42049555,Sold
8105,L007,B029,PT007,8/10/2025,2135,3,2,2,0,35,21,Unfurnished,20,South-West,17205732,Reserved
8106,L076,B041,PT009,10/1/2025,2377,3,3,2,1,35,6,Semi-Furnished,4,North,30693082,Available
8107,L067,B028,PT001,8/28/2024,3323,5,4,2,4,12,2,Semi-Furnished,13,South,26463896,Sold
8108,L043,B032,PT008,8/17/2025,1920,3,2,1,4,12,22,Semi-Furnished,17,South-East,17113718,Reserved
8109,L082,B006,PT004,4/3/2024,4678,6,5,1,4,34,25,Semi-Furnished,13,North-West,72936938,Available
8110,L021,B007,PT010,2/14/2025,2192,3,3,2,2,35,21,Furnished,6,South,16383265,Reserved
8111,L075,B013,PT010,7/5/2024,805,1,2,3,0,17,25,Unfurnished,15,West,4249777,Sold
8112,L030,B030,PT010,8/13/2025,3677,6,5,3,0,3,8,Unfurnished,6,North,46254137,Available
8113,L043,B002,PT007,8/19/2025,2815,4,4,2,3,5,20,Unfurnished,17,West,33114942,Available
8114,L037,B036,PT009,10/9/2025,1453,2,1,2,2,32,19,Furnished,10,East,19590241,Sold
8115,L037,B045,PT004,4/24/2025,2474,4,3,1,2,33,12,Furnished,9,West,26011706,Sold
8116,L015,B030,PT003,10/23/2025,3600,6,5,3,0,34,39,Unfurnished,2,North-East,52848388,Reserved
8117,L038,B014,PT002,4/6/2024,1226,2,3,1,0,22,14,Unfurnished,14,South,10338344,Sold
8118,L039,B047,PT006,5/31/2025,2819,4,5,1,1,15,33,Unfurnished,16,North,21401650,Sold
8119,L080,B039,PT007,6/23/2024,2095,3,2,4,0,29,38,Furnished,19,North-West,19152261,Sold
8120,L023,B025,PT001,4/19/2025,4819,6,5,2,1,31,16,Furnished,9,North-East,68741995,Reserved
8121,L073,B034,PT003,6/2/2024,1415,2,2,4,2,4,21,Semi-Furnished,18,East,20574434,Reserved
8122,L043,B026,PT002,3/10/2024,3116,5,5,4,2,8,20,Furnished,8,South,41387357,Sold
8123,L081,B044,PT008,1/23/2024,609,1,2,1,4,31,14,Unfurnished,13,South-East,3887666,Available
8124,L046,B039,PT006,6/14/2025,1803,3,4,1,3,1,22,Furnished,16,West,24503235,Reserved
8125,L047,B012,PT009,4/4/2025,1316,2,3,3,2,28,36,Unfurnished,2,South,10185706,Available
8126,L054,B026,PT006,12/12/2024,1470,2,1,3,1,30,26,Semi-Furnished,18,South-East,8940735,Available
8127,L087,B048,PT004,5/6/2024,1168,1,1,2,0,16,30,Semi-Furnished,3,North,6130171,Reserved
8128,L019,B015,PT003,12/19/2024,2284,3,3,2,4,31,25,Unfurnished,11,West,19714430,Available
8129,L021,B005,PT002,9/6/2024,646,1,1,4,3,22,29,Unfurnished,4,South-East,9349445,Available
8130,L005,B049,PT003,6/12/2025,3991,6,5,4,1,2,1,Unfurnished,17,South,50363224,Sold
8131,L053,B002,PT004,1/11/2025,777,1,1,2,2,12,16,Unfurnished,18,South-East,4112938,Available
8132,L091,B041,PT009,7/31/2024,2225,3,2,3,3,8,39,Semi-Furnished,20,South-East,15886669,Reserved
8133,L087,B014,PT005,5/16/2024,3129,5,5,1,2,17,31,Unfurnished,20,East,38260818,Available
8134,L067,B002,PT004,6/21/2025,1163,1,1,1,0,35,16,Unfurnished,18,East,14489035,Available
8135,L071,B048,PT002,11/18/2024,2229,3,4,2,4,17,30,Furnished,13,North-East,29936477,Reserved
8136,L035,B012,PT005,3/9/2024,3021,5,5,1,4,22,30,Unfurnished,17,South-East,20878276,Reserved
8137,L055,B038,PT006,8/25/2025,2639,4,5,1,3,12,18,Furnished,11,South-West,30585231,Sold
8138,L037,B022,PT006,11/30/2024,2270,3,2,1,2,3,6,Unfurnished,2,West,13989392,Sold
8139,L074,B041,PT004,1/18/2025,4764,6,5,1,0,23,38,Semi-Furnished,3,West,69849381,Available
8140,L005,B011,PT010,2/9/2024,3467,5,4,3,2,28,20,Semi-Furnished,6,North,23925409,Reserved
8141,L086,B009,PT001,12/23/2025,2591,4,5,2,2,13,40,Unfurnished,4,North-East,27044148,Reserved
8142,L097,B028,PT006,12/10/2025,4834,6,5,4,4,6,12,Furnished,9,South-East,67719262,Reserved
8143,L019,B024,PT008,3/8/2024,2418,4,3,2,0,14,27,Unfurnished,7,North-East,35258592,Reserved
8144,L044,B012,PT004,12/2/2025,2164,3,3,1,3,24,29,Semi-Furnished,18,South-East,33701369,Reserved
8145,L030,B018,PT004,4/16/2024,3868,6,5,4,1,21,11,Unfurnished,19,North-West,56013173,Sold
8146,L070,B030,PT006,8/30/2025,2401,4,4,2,1,24,9,Semi-Furnished,18,East,32932885,Reserved
8147,L083,B006,PT003,12/1/2025,4867,6,5,2,4,33,30,Semi-Furnished,11,West,30662165,Sold
8148,L058,B022,PT001,9/8/2025,2020,3,2,1,2,22,18,Unfurnished,3,South-East,16749675,Reserved
